snapshot,ZM0 0 hydro,ZM0 1 hydro,ZM0 2 hydro
2023-01-02 00:00:00,0.3992953125,1180.5999378906247,1.6269531249999998
2023-01-02 01:00:00,0.39937269531249997,1180.9908814534504,1.623899739583333
2023-01-02 02:00:00,0.399450078125,1181.3818250162758,1.6208463541666664
2023-01-02 03:00:00,0.3995274609375,1181.7727685791012,1.6177929687499997
2023-01-02 04:00:00,0.39960484375,1182.163712141927,1.6147395833333331
2023-01-02 05:00:00,0.39968222656249996,1182.5546557047526,1.6116861979166663
2023-01-02 06:00:00,0.399759609375,1182.945599267578,1.6086328124999998
2023-01-02 07:00:00,0.3998369921875,1183.3365428304035,1.605579427083333
2023-01-02 08:00:00,0.399914375,1183.727486393229,1.6025260416666665
2023-01-02 09:00:00,0.39999175781249996,1184.1184299560546,1.5994726562499997
2023-01-02 10:00:00,0.400069140625,1184.50937351888,1.5964192708333331
2023-01-02 11:00:00,0.4001465234375,1184.9003170817057,1.5933658854166663
2023-01-02 12:00:00,0.40022390625,1185.2912606445311,1.5903124999999998
2023-01-02 13:00:00,0.40030128906249995,1185.6822042073566,1.587259114583333
2023-01-02 14:00:00,0.400378671875,1186.0731477701822,1.5842057291666665
2023-01-02 15:00:00,0.4004560546875,1186.4640913330077,1.58115234375
2023-01-02 16:00:00,0.4005334375,1186.8550348958333,1.5780989583333331
2023-01-02 17:00:00,0.40061082031249995,1187.2459784586586,1.5750455729166664
2023-01-02 18:00:00,0.400688203125,1187.636922021484,1.5719921874999998
2023-01-02 19:00:00,0.4007655859375,1188.02786558431,1.5689388020833333
2023-01-02 20:00:00,0.40084296875,1188.418809147135,1.5658854166666665
2023-01-02 21:00:00,0.40092035156249994,1188.8097527099608,1.5628320312499997
2023-01-02 22:00:00,0.40099773437499997,1189.2006962727864,1.5597786458333331
2023-01-02 23:00:00,0.4010751171875,1189.5916398356119,1.5567252604166666
2023-01-03 00:00:00,0.40115249999999997,1189.9825833984373,1.5536718749999998
2023-01-03 01:00:00,0.4026485677083333,1190.5334845377602,1.5522192382812499
2023-01-03 02:00:00,0.4041446354166666,1191.084385677083,1.5507666015625
2023-01-03 03:00:00,0.40564070312499995,1191.635286816406,1.54931396484375
2023-01-03 04:00:00,0.40713677083333333,1192.186187955729,1.5478613281249998
2023-01-03 05:00:00,0.40863283854166665,1192.737089095052,1.5464086914062498
2023-01-03 06:00:00,0.41012890625,1193.2879902343748,1.5449560546874999
2023-01-03 07:00:00,0.4116249739583333,1193.8388913736976,1.54350341796875
2023-01-03 08:00:00,0.41312104166666663,1194.3897925130207,1.54205078125
2023-01-03 09:00:00,0.41461710937499996,1194.9406936523435,1.54059814453125
2023-01-03 10:00:00,0.4161131770833333,1195.4915947916666,1.5391455078125
2023-01-03 11:00:00,0.4176092447916666,1196.0424959309894,1.5376928710937499
2023-01-03 12:00:00,0.41910531249999994,1196.5933970703124,1.536240234375
2023-01-03 13:00:00,0.4206013802083333,1197.1442982096355,1.5347875976562497
2023-01-03 14:00:00,0.42209744791666665,1197.695199348958,1.5333349609374998
2023-01-03 15:00:00,0.42359351562499997,1198.2461004882812,1.5318823242187498
2023-01-03 16:00:00,0.4250895833333333,1198.797001627604,1.5304296874999999
2023-01-03 17:00:00,0.4265856510416666,1199.347902766927,1.5289770507812497
2023-01-03 18:00:00,0.42808171874999995,1199.89880390625,1.5275244140624997
2023-01-03 19:00:00,0.4295777864583333,1200.4497050455727,1.5260717773437498
2023-01-03 20:00:00,0.43107385416666666,1201.0006061848958,1.5246191406249998
2023-01-03 21:00:00,0.432569921875,1201.5515073242186,1.5231665039062499
2023-01-03 22:00:00,0.4340659895833333,1202.1024084635415,1.5217138671875
2023-01-03 23:00:00,0.43556205729166664,1202.6533096028645,1.52026123046875
